text,label
电视感觉还好吧，有点轻微的漏光，总体感觉还好毕竟一分钱一分货嘛！,0
电视刚安装好，说实话，画质不怎么样,0
电视功能不错，速度很快很好。可以自定义安装软件。唯一不满意是液晶显示不够艳丽，颜色偏黄偏暗。再继续看看后续希望能适应…,0
电视还可以，晚上看着有漏光的地方，但是不耽误看，对得起这个价格,0
电视还可以吧，清晰度一般般，可以装软件看直播，不过没法自己换主页，进入自己安装的应用也比较麻烦，没有手机那样直观，电视自带的系统资源还是有不少，不过有些需要开通VIP才能看，总体来说还行吧，物有所值了！,0
电视还可以就是有点漏光，千多元就不挑了懒得换。,0
电视很便宜，只要1三四九就能入手，真心值，除了有点小漏光，系统流畅。,0
电视很清楚 .就是底下有点漏光 总的来说还不错吧,0
电视送的很快昨天下单，今天早上就送到家了。电视看起来做工好，屏幕没有看到漏光。用机顶盒看的节目，分辨率和家里的旧电视看着是有差别。继续观察了。,0
电视挺大的，就是不太清晰。有那种颗粒的感觉。家里人挺喜欢的。物流有点慢。,0
订单下了，物流很快第二天就到了，师傅小心翼翼的拆开我看，还可以，声音比较大，屏幕还是很清晰的就是资源少了一点送了六个月的会员，屏幕表现和暴风t v55X 差不多，四色4k，快速镜头有拖印，有漏光，但是我不在乎。就看后面表现了，希望能一直看下去，持续评论中。,0
都说康佳的电视好比海尔的好，没有对比就没有伤害，先是自己家买了个海尔模卡1080P的电视，这台康佳是买给岳父加的，价格海尔的贵着400元，但这个是4K。从显示效果上看，海尔模卡1080P，完胜这台，无论从色彩还是清晰度。这个看着屏幕有影，有影。凭良心说话。,0
对比了小米、乐视、海信，最终选择了微鲸。到货很快，京东配送人员服务也很好。55寸的放在客厅很合适，安装很简单，自己安装的，电视清晰度挺高的（当然前提是网速得好），音响效果挺不错的，晚上开的时候能看到漏光现象，可以直接连接无线，很方便，送了一年的会员可以看4K和蓝光，资源挺丰富的。最后，希望可以用的久一点吧,0
分辨率太差了，远处都看不清。,0
还行，但是屏幕感觉显示有问题,0
还行，买了两台，这台屏幕上方有漏光现象，保留售后权利。望加强品控！,0
还好，就是转TV看的时候清晰度不够，安装的师傅说是机顶盒问题，还有就是看电影等需要开通会员才可以看，不过商家免费送了6个月会员还可以。,0
还可以 右下角有点漏光。,0
还是不错的，满意。价格便宜啊，上图。但做显示器的话4K也不行啊,0
画质不行，其他都还OK，这个价格也就这样了,0
畫面有點失望，同樣的片源在公司里面的同樣分辨率的樂視和小米上面表現更好，白天色彩不鮮豔，在操作上不夠智能，操作介面也不方便，就想播放時不能調色彩和音效，電視自帶音響比樂視好，其他表現一般,0
京东物流可靠，包装严实。漏光证明了ips血统，全黑之下比较明显但不算严重。就冲着这个屏就值回票价，色彩的还原和过度原胜台湾屏的机型，随机智能系统比较傻瓜，希望能提供工厂模式的入口，方便调节hdmi输入的偏移,0
久闻微鲸电视大名，最近有朋友要买电视，就推荐一下，乐视最近新闻很多，感觉快不行了，小米涨了好几百，超朋友预算。这款是新出的，价格比去年那款还便宜，注定了这款是缩水版。由于没通广电，只试了几个视频。画质方面，亮度一般，画面平面化，色彩平淡，上下有漏光，动态很一般。朋友只求耐用，其他没啥要求,0
开箱，验货，通电，试机。京东的配送很满意。不上墙，自己安装，十分简单。目前用下来，没有不好的地方，遗憾的是有线的信号分辨率太低了，没有显示出4K的优势。其他问题只能等用一段时间后再评论了。,0
快递师傅帮搬好和装上去，太感谢了！还行这个价位特挺清晰的喇叭没评论说得那么垃圾各种看电影连wifi网络看都行游戏也能玩，就是感觉遥控器不够灵敏，第2天看有种卡屏成一条条横条纹 不知道是显示器问题还是网络问题。用数字电视看的时候觉得很模糊，后来师傅说是因为数字电视没升级到高清的缘故，切换各种电影时确实很清晰。本来打算买平板但是男朋友说不如这个实用，总体比较满意 谢谢独角鲸哦很耐心解答疑虑。唯一不足下单后发现忘了拍多个运费险办理退款打算重新拍，人工客服都不在线就自己申请退款，神奇的是半小时不到就给我发货了，还好电视机没破损什么不用办理退换货。,0
两个角落漏光严重，希望质量好点吧…………,0
亮点 漏光,0
漏光在可接受的范围内这价位可以,0
买的时候犹豫了很久 怕京东方的屏幕会不好 但是到货的时候松了口气 屏幕很清晰 检测了一下 少许漏光可以忽略不计 也没有坏点 不满意的地方是微鲸的资源有点少 而且白金会员还有好多东西都看不了 语音蓝牙遥控器也没有标配 内存不知道为什么才有12G 微鲸的操作界面还是挺干净利落的,0
"买回来才知道是4色4k,伪4k你为什么不在介绍里面讲清楚？明明是便宜的屏幕，硬说成高大上，画面色彩太淡，蒙蒙的感觉，不艳丽。和原来海信的比起来太差，全黑色能把房间照亮，漏光也太严重了吧。还有就是才几天你就降价了。",0
买来做显示器用的，调试一下后能用，分辨率低就地点吧,0
买这款主要是冲4K屏和性比价来的 开机后仔细看了一下屏幕 颗粒感比一般电视的要小的多 也没有出现其他网友所说的漏光现象 硬件上面由于才使用还没什么感觉 先使用一段时间在来评价,0
清晰度还是稍微差了点。但是这个价位也挺可以的了，说的送腾讯会员。。这个有点坑。根本就不是。只是跟腾讯合作可以播放一些腾讯会员的资源而已,0
清晰度很一般，感觉还没以前买的创维清楚,0
"确实有点漏光，4K级显示，文字已经很难区分了,只能说免费够4K",0
色彩暗淡，怎么调都是一样，厂家能否升级系统编辑下色彩配色，其他都还可以，系统流畅，腾讯视频不能看NBA，和小米盒子一样滴，价格便宜性价比还可以。,0
色彩包牠度太差没有语音摇空功能,0
色彩一般，都是这样货,0
闪屏。换了新的，快递员上门换的，态度很好，试了新机子后才走的。售后很到位，好好好。,0
送货快，但是电视颜色画质不是很理想，申请退货了。,0
送货速度快，屏幕有些漏光。电视系统很好，无广告。价位相比去年涨的有点多，不过大家电，基本要用到5-6年，折算下来每年也没多少。希望后期使用质量能过关,0
挺好用的，系统也很智能。可以自动识别切换输入设备。在线看视频有小小的拖影，习惯后并不明显。接口丰富，USB外接硬盘播放4k无拖影和卡顿。玩游戏还是用专门的显示器吧，电视玩游戏体验并不好…… 系统体验5星 画面5星 播放体验4星 玩游戏3星,0
外观和边框没问题，智能电视功能也齐全，只有一点不满意就是分辨率不够，在43寸屏幕下显得图像不清晰，小字看不清。,0
外观很不错，屏幕大，就是看普通数字电视，画面清晰度不行。,0
物流还是那么快，第二天到货，包装也完好，当天就安起了，但是有个问题就是每次待机过后开机时间很长，不知道是什么原因。电视还是很漂亮的，但是上边有点弯曲，是正常的吗？还有就是弯曲的地方有漏光，说实话，不怎么好。,0
物流挺快的，两天就到了，电视用了一段时间再来评价，电视的系统挺流畅的，界面也比较简洁，歌曲的mv画质太差了，软件的资源也比较少，总体来说，还是挺不错的，安装比较简单，适合家里人用,0
谢谢海小豹的耐心引导，刚收到，打开一看太大气了，而且上档次，简直是高大上中的高大上啊，购买55寸的，我家距离4米，我的感觉是大了一点，靠在沙发上是正好的，但是小朋友看还是近了点，电视边缘优点小漏光，但是还是可以的，清晰度也挺好的，总之是很满意的一次购物,0
颜色不错，就是有少许漏光，放在房间看电视大小刚好合适。,0
音质太差，画面模糊，是我买过所有电视里面最垃圾的。也不给退货，说没有保存泡沫和箱子。真是服了。在京东买过好多东西，以后绝对不会再买。,0
用了很久了，现在来评论，除了有点漏光，其他都不错,0
用网络看比较清晰，直播的话清晰度不是很好，一分价钱一分货吧,0
优点：图像清晰度高！开机速度快约为10秒！真4K！性价比中上！系统较人性化！整体系统运行流畅！有HDR效果显著！摇控器新潮！ 缺点：外壳塑料感强！屏幕有漏光！音响~~基本国产机的通病！接口小了音频同轴! 总体这个价位这个配置算高！ 总体,0
有漏光,0
有漏光。但毕竟价格就摆在那里，要求不太高也能接受。总体满意,0
这块屏幕太差了。。。跟乐视差太多了。。。,0
