text,label
我老妈可喜欢这电视了，不错，不错，五星好评,1
电视到了，很不错，安装很方便。但是送儿童会员月卡还没送，客服说到时会发短信给我,1
就是薄，看着非常不错。,1
挺好的，是我喜欢的！,1
东西收到了，京东发货太快了，不错！,1
非常好的电视使用满意,1
不错！很好用！视觉效果很棒！,1
电视不错，很喜欢,1
双十二抢购，价格很优惠，第二天就送到安装，特意用了几天才来评价。39寸放小客厅里正好，画面清晰，资源丰富，是部值得推荐的好电视！,1
屏幕非常清晰,1
物超所值 晒单： 收起 向左转 向右转,1
物流快，大电视看着就是舒服！,1
京东客服商家客服都好！电视有点问题当天反馈第二天就来换新！售后好！打电话就来！京东值得信赖！,1
不错，值。,1
电视还没开始用，今天师傅上门安装在了墙上，超赞！,1
小米官网比这里贵一块钱，嘟嘟嘟诺诺头，用起来非常好。祝福我俩同学看着电视和和美美，幸福永久！,1
好 挺不错的 很薄不占地方,1
不错，很好，性价比很高，值得推荐购买，做工精致,1
好，用了很长时间才来评论，很清晰,1
买给爸妈还不错,1
东西十分不错，很实用，还会再买,1
真的，很好，京东快递不用说，两天就到了，送货上门，服务态度很好，这电视买值了，很清晰，儿子挺喜欢看电视的，连接无线网是也挺流畅的，特地使用几天之后再来评价的，,1
电视很棒。,1
价格便宜，值得购买,1
饥饿营销，永远都是抢购的节奏，性价比还是挺高的，至于质量只有用过的才知道！,1
70寸，刚好够大。清晰度不错，希望质量没问题！ 晒单： 收起 向左转 向右转,1
不错不错,1
一共买了六台，创维的电视值得信赖，客服的态度也是棒棒的,1
刚到，43q2型号，清晰度好，没有破损，遥控灵活，声音清脆，快递一早就送货上门通电，等待师傅上门安装。,1
双十一买的特意用了这么久才来评价，确实很满意，上门安装师傅服务也很好??，后期回访也很认真！十分满意的网淘！！！,1
质量超级棒价格便宜,1
非常满意全部五星好评！,1
京东秒杀，1349抢的，应该是39寸里面相当便宜的一款了，下单后，第二天就送货上门非常快，家中急着用，没预约就自己装了，座装就安装两个支架，很方便。打开电视机，连上家中wifi，马上就能使用，色彩也不错。不足的应该在于自带的片源，与bestv合作，但片源不能说高清，还是要自己安装应用。插上家中的模拟信号线也没有问题。,1
非常满意,1
送货快 画面清晰 功能齐全 价格便宜,1
无线网络连接很方便，16：9大屏幕看电影太爽了，自带应用很多好看视频，遥控器手感很好。,1
服务好,1
京东真的很快昨晚下单，今天早上就送到了。,1
东西已收到，第二次买还是三星，客服人很好谢谢!物流很快送货的小哥认真负责人很好帮开箱通电.画壁电视很漂亮，特别是边框。非常好,1
用了一段时间，感觉还不错。画质挺清晰的。感觉还算不错吧！,1
飞利浦的电视很不错。色彩真好。,1
非常满意！！！！！！！！,1
东西还不错，质量比较让人放心,1
宝贝不错，音质效果都很好。,1
很不错，双十一买的，屏幕大，分辨率完全足够了，平时看电视和电影都可以享受，遥控器很简洁，家里老人要学习一下。总体满意！,1
感觉挺不错的，声音和画质还行，就是得找4k的片源，用以前的一些比较小的视频看起来感觉模糊了，分辨率好高啊,1
宝贝收到很好，再来物流也快。,1
给外婆买的，屏幕色彩很清晰，非常不错的！,1
第一次在京东购买电器，8号下单，9号就收到货了，电视画面清晰，棒棒的，安装师付很热情，服务周全。五分好评,1
东西很是实惠哦,1
电视便宜,1
比想象中大，而且不露光，安装师傅也没有收费，看了几天感觉不错,1
屏幕大 屏幕色彩也算OK 开机慢 音响有点闷声 相比风行49寸的 我更喜欢风行还送3年会员 我家一共买了三台 小米65曲面放客厅 风行49次卧 风暴50放主卧 还是风行给我感觉最好4k 音响也棒 速度快 送会员三年 资源多 晒单： 收起 向左转 向右转,1
电视不错，就是刚买上就降价啦，还好申请了价格保护,1
日日顺物流服务号。速度很快。第二天就到了。,1
好评 买了两台 都开箱验机了 账号也登录看过了 周末找人来安装 对小米的印象越发好了 用段时间后回来追评,1
电视很不错，家里还没办网，就连电脑放了几个视频，效果很不错，后续使用情况再追评。,1
商店用来做展示用的，符合预期。面积大，三星屏色彩层次都不错，4K分辨率已经是必须的了，再回头看原来42寸，已经没法看了。输入接口也够用，如果加上DP，遥控器声控就完美了。顺便提醒，机配喇叭只能基本发声，如果要和这个漂亮的屏匹配，建议加一套音箱。效果就出来了！感觉超值的是有大量4K节目，爽爆！还有体育和少儿类的也是不错的，值得推荐！,1
货已收到。物流速度快！包装完整。画质清晰。,1
58寸的电视果然超级大，画质音质也很好，总之很不错?,1
电视机比较清晰，很不错,1
以这个价位来说不错了，在期望值内,1
"客厅小,这个49寸的刚好,50的性价比不好.11号下单,12号送到,标准京东速度,由于只安底座,送货员给开箱,通电,无任何问题,签字,几分钟搞定.底座安装简单4颗螺丝。电视看了几天。电视整体是塑胶黑色的，窄边，画面质量好,我用的天威,高清很清楚.电视自带的节目资源很多,动画片,电视剧,综艺，电影都不错。家里移动20M的宽带，播放流畅。",1
爸妈非常满意、超级清晰、好评、,1
质量很好，服务态度也很好，很满意的一次购物！,1
电视不错挺好的,1
老公帮叔叔买的~小米的品牌一直喜欢 这次价格还可以,1
显示效果很好，色彩还原真实鲜艳，价廉物美的好东西。关键是送三年会员很实惠，用三年会员就够了，三年后肯定有更好的电视出来了。,1
飞利浦的值得信赖，用了一段时间没有什么问题，就是安装调试居然是收费的⊙﹏⊙,1
刚开始对比了好几个牌子，最终选择TCL，老品牌的东西质量可以放心，主要是他们家的音箱好，打开试了确实不错，做工很精细，外观也上档次，对得起这个价钱，性价比很高。快递小哥很给力，我们这电梯还没运行，小哥直接抗上楼，早上送来下午安装，服务很到位，对这次网购非常非常满意。5星好评。,1
大品牌，质量很好，价格便宜，活动价买的,1
师傅包送上村，四楼，很热情，给个赞，安装调试是要收点费用的。很喜欢，价格美丽，高清，窄边框，客服很热心，解决所有疑问，回复很快，赞一个。55英寸看着真的很大气。,1
不错,1
还不错，老人家在家，物流和安装也很给力，送货当天就安装好，老爸还特意量了尺寸，和规格说明是一样的尺寸，具体效果和质量待后续使用！,1
东西很好,1
外观很大气，很薄，安装师傅服务很好,1
效果不错，性价比很高,1
挺好的，老人看听清楚,1
很不错，价格实惠，画质好，暂时没问题,1
放在门店里使用，系统流畅 显示清晰，不错，不错,1
当天下单，第二天早上就送到了，确实不错，摆在客厅，高端大气 晒单： 收起 向左转 向右转 2017-12-29 09:47:04 追加： 昨晚看了一晚上的电影，超爱，以后爸妈可以慢慢的消磨时间了，比较了好几个互联网品牌，还是风行性价比高，这么便宜的价格能买到，真值。 收起 向左转 向右转,1
电视不错 挺清楚的 声音也不错 索尼就是好,1
好给力！颜色鲜明，值得买！,1
不错很好就是放在我家三楼有点摆不下太大了点,1
终于收到我需要的宝贝了，东西很好，价美物廉，谢谢卖家！说实在，这是我购物来让我最满意的一次购物。无论是卖家态度还是对物品，我都非常满意的。卖家态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向卖家表示由衷的敬意，这样的好卖家可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦给个优惠哦！,1
满意的一次购物~家里装修新房了~接近尾声了想买个大点的电视充个门面~也经常上网购物~我这个人毛病多~对画质和音质有绝对的要求~最开始关注家里的老牌子TCL~去商场看中了TCLc2堪称完美~可是价格有点高~回家网上找电视突然发现了雷鸟~了解才知道是TCL的子品牌~第一印象就是底座~很漂亮~果断下单~因为前期没有网络~下电影试了试~很清晰~memc运动补偿就是想要的效果~和朋友家的c2做过对比~系统界面一模一样~画质一样~音响效果一点不比哈曼卡顿的差~主要是性价比非常高~非常开心?~强力支持雷鸟~,1
物流很快,1
买第二次了，非常不错。,1
1.双十一买贵了，退了250； 2.屏幕看着不太好，有点渣……不过相对价钱还是很划算的； 3.安装人员真的服务很好，进门两次，自带鞋套，耐心帮我找安装合适高度！点赞?安装费100，挂架99很便宜了。 4.安装后米家app还可以控制电视，有点屌,1
电视价钱很实惠，快递的速度很快两天到货很赞，京东服务很好电视买回来有一段时间了挺清晰的，在实体店是买不到这么好的东西的支持支持风行。,1
使用了20多年康佳，还是那么好。快递小哥也很到位，提前联系，到货安装，调试都很到位，赞一个,1
大品牌，就是不一样!,1
电视收到了 包装很完好 感觉很厚实 外观很好 边框薄 要是黑色会更显薄 开机速度很快 各种界面切换很流畅 可以看出系统强大 总之很好,1
配送速度很快，农村也可以及时送到，不得不佩服强大的配送网络，支持东哥,1
不错。,1
物超所值，售后服务态度非常好，,1
很大 很不错，喜欢了 双11买的很便宜，酷开是创维旗下的 品质也很有保障，安装师傅也很快就预约安装，服务不错。,1
电视机收到了，京东发货很快,1
我买了两个风行电视，本来买给老人用的，因为便宜，但是装好开机以后发现这也太好了吧，性价比很高，屏幕很好色彩很好，尤其是遥控器，特别好，哈哈哈，不错不错，以后还买风行吧，片源好像也很多。专业做电是的品牌真心棒！哈哈,1
电视不错，价格合理，画面很清晰。,1
信价比非常高，质量第一不愧为国字号大品牌机，售后服务服务完美开票也很快。我家大，中，小三台电视机都是TcL品牌。值得推荐,1
送人的，不错。。,1
"双12购买的，第二天到货安装，在网上比较了海信、长虹及其他几个品牌，最后选择创维65H7。感觉65H7功能强大，A73的CPU比较前卫，内存ddr4，相同价格里都没这种配置，电视机整体设计时尚，显示效果很惊艳，HDR,4KMEMC不是吹的,U盘上电脑考的4K高清片源,清晰度非常好，色彩非常鲜艳，看起来好有立体感，身临其境感觉，特别是图片显示，也是4K高清图，色彩异常靓丽。酷开5.8的系统，系统响应速度很快，资源挺多的。全金属机身，视觉无边框，25核处理器，2GDDR4+8GFLASH，配置好电视才能运行快；电视外表整体做工还行，拥有HDR技术，广色域技术，4KMEMC，色彩好，拥有HDR技术，广色域技术，4KMEMC，画质清晰音质也还好杜比解码+DTS解码，立体环绕音效，搭载酷开系统5.8。安装师傅，服务态度很好，安装比较专业，耐心的教如何使用。京东购物是正确的选择。好评！！！！",1
电视非常漂亮，价格也很便宜，真是太好了，大大的赞?,1
说真的这个显示器真心不错。,1
电视不错很清楚，有时候会卡！,1
不错,1
物流发货速度还是挺快的，值得推荐给大家,1
给父母买的，父母挺满意的，挺高大上的，推荐购买,1
不错。美观,1
质量很好，就是下载的影视很少，开机有点慢。,1
电视非常漂亮，图像清晰，值得购买。 晒单： 收起 向左转 向右转,1
好评！,1
朋友觉得不错 很喜欢,1
还没开箱，应该不错，使用后再评论。,1
给家里老人买的，很不错哦，价格实惠,1
挺好的，还没安装，送货速度快,1
电视图像很清晰，质量保证价格也合理；物流也很快；大家放心购买！,1
外观大气，系统流畅。内置工具丰富，购物非常满意！,1
挺不错，电视比我想象中大，快递必须点赞，半夜还在忙着送货。,1
可以不错的东西，索尼公司别出太次的东西了，免得让人失望，丧失了对品牌的信任。,1
品质好，服务也很贴心,1
双十一的时候对比了好多款电视，最终选择了这款风行的电视，师傅送到家里之后，试用半个月才来评价的，画面很清晰，电影电视资源很丰富，可以看最新更新的电影和电视，用移动的网络很流畅，一点都不卡，性价比超高的！,1
回来就试机了，画质清晰。外形美观大气，原来放32寸电视柜全占满了。物流服务非常到位。高清节目更是表现的细致入微，没有卡顿和模糊。小孩以前喜欢看手机，现在回家只要看电视，说跟教室里的一样大。手机换屏非常好玩?下个软件就能做到。带蓝牙功能比别的牌子性价比高。下手别犹豫。,1
电视机不错，双十一的价格也不错，但安装师傅的收费与网页上的价格不同，送货、安装是同一个人，不清楚是谁的问题，最后电视机是自己安装的。,1
这是一款性价比超高的智能网络电视机，又是沪深上市公司兆驰股份正规大厂生产的电视机。京东配送速度很快而且支持开箱通电验货，安装人员也很专业。智能电视机的电视内容是和BesTV合作的，电视内容丰富精彩。很满意！,1
宝贝很好！海尔售后服务态度一流的棒！信赖京东，信赖国产大品牌！买电器上京东！,1
对安装师傅的服务非常满意，还是加班给安装的，谢谢了！,1
快递很准时，服务也好，电视屏幕画面很清晰，音质做工很好，没有瑕疵，客服也能耐心解答，希望耐用，,1
非常满意的产品，家人都喜欢,1
爸妈房子刚装完，筹划给他们买个电视。我用的是几年前买的夏普，当时46寸的价格就要14k+，直下式LED，显示效果相当好。但据说现在的夏普已经不是当年的夏普了。将目光转移到大法，同样只考虑直下式LED，兼具性价比，锁定了7000D系列。联系了了京东安装，费用100元，比起sony厂家便宜多了。京东的一大优势就是报价，买完碰上双*特价，先后保价2次，便宜了将近200元，加上用-211券，总共不到*，划算！,1
做活动买的，挺实惠,1
电视屏幕大，总的来说不错，用来连接电脑当显示屏使用，遥控器反应迟钝，经常链接不上电脑，用来看电视应该没问题。,1
很好，不错,1
还不错，喜欢???,1
不错,1
自营家电品质有保证，暴风电视，非常实惠，性价比很高,1
电视不错，外观也漂亮，好评好评。,1
买了送人的，大小很合适，送货很快，包装也不错的,1
很不错的一款商品，很满意,1
东西还没用，感觉性价比高，质量好，外观很高大上，搞活动买的很划算。,1
非常愉快的一次购物，昨天下的单子今天就到货，安装师傅比较细心，复合很好，京东给力，夏普给力！,1
非常超值的平板电视，大小刚合适，4K高清确实效果好，操作方便，片源丰富，百事通很爽，再买两个小的放卧室，绝对的高性价比之王，买对了。,1
这电视不错，价钱便宜，服务一流，辛苦了快递员，要求加工资。,1
不错。师傅态度很好。安装顺利。电视机也很满意,1
买回来给店里用的，但还没装修完，不知道怎么样。价格还不错，刚好搞活动买的，比较值！,1
很好的一次网购，快递速度超快，安装师傅服务很好，电视开机速度快，音质很优越，这个价格性价比超高，还送三年售后，极力推荐购买。不愧大厂出品。,1
风行电视关注很久了，这个电视心仪已久想买一年多了，今年赶上双12，这个价位买到量子点4k真是超值，性价比超高。产品品质服务及物流都超赞?真好，等我的兆驰涨到6元就再买个大的,1
